Title,Slug,Difficulty,AcceptanceRate,Topics
"Maximum Number of Fish in a Grid",maximum-number-of-fish-in-a-grid,MEDIUM,0.705486243436425,"Array|Depth-First Search|Breadth-First Search|Union-Find|Matrix"
"First Completely Painted Row or Column",first-completely-painted-row-or-column,MEDIUM,0.6386011970294453,"Array|Hash Table|Matrix"
"Neighboring Bitwise XOR",neighboring-bitwise-xor,MEDIUM,0.797969775235538,"Array|Bit Manipulation"
"Count the Number of Complete Components",count-the-number-of-complete-components,MEDIUM,0.7776165532452081,"Depth-First Search|Breadth-First Search|Union-Find|Graph Theory"
"Minimum String Length After Removing Substrings",minimum-string-length-after-removing-substrings,EASY,0.7718003681785048,"String|Stack|Simulation"
"Find the Punishment Number of an Integer",find-the-punishment-number-of-an-integer,MEDIUM,0.817114346545087,"Math|Backtracking"
"Modify Graph Edge Weights",modify-graph-edge-weights,HARD,0.555531857296375,"Graph Theory|Heap (Priority Queue)|Shortest Path"
"Extra Characters in a String",extra-characters-in-a-string,MEDIUM,0.5734977800271458,"Array|Hash Table|String|Dynamic Programming|Trie"
"Count of Integers",count-of-integers,HARD,0.38498780187983433,"Math|String|Dynamic Programming"
"Robot Collisions",robot-collisions,HARD,0.6160803665391822,"Array|Stack|Sorting|Simulation"
"Continuous Subarrays",continuous-subarrays,MEDIUM,0.5795848674030201,"Array|Queue|Sliding Window|Heap (Priority Queue)|Ordered Set|Monotonic Queue"
"Maximum Beauty of an Array After Applying Operation",maximum-beauty-of-an-array-after-applying-operation,MEDIUM,0.5837067424929353,"Array|Binary Search|Sliding Window|Sorting"
"Minimum Index of a Valid Split",minimum-index-of-a-valid-split,MEDIUM,0.7549254606873395,"Array|Hash Table|Sorting"
"Ways to Express an Integer as Sum of Powers",ways-to-express-an-integer-as-sum-of-powers,MEDIUM,0.4982103760512733,"Dynamic Programming"
"Count Complete Subarrays in an Array",count-complete-subarrays-in-an-array,MEDIUM,0.7594838823711363,"Array|Hash Table|Sliding Window"
"Count Stepping Numbers in Range",count-stepping-numbers-in-range,HARD,0.28227886511910183,"String|Dynamic Programming"
"Apply Operations to Maximize Score",apply-operations-to-maximize-score,HARD,0.5362042656128039,"Array|Math|Stack|Greedy|Sorting|Monotonic Stack|Number Theory"
"Make String a Subsequence Using Cyclic Increments",make-string-a-subsequence-using-cyclic-increments,MEDIUM,0.6569063727322794,"Two Pointers|String"
"Number of Beautiful Integers in the Range",number-of-beautiful-integers-in-the-range,HARD,0.22148560136416517,"Math|Dynamic Programming"
"  Count Symmetric Integers",count-symmetric-integers,EASY,0.8304469402556459,"Math|Enumeration"
"Count of Interesting Subarrays",count-of-interesting-subarrays,MEDIUM,0.5799591078999523,"Array|Hash Table|Prefix Sum"
"Maximum Number of K-Divisible Components",maximum-number-of-k-divisible-components,HARD,0.7404084032931825,"Tree|Depth-First Search"
"Maximum Value of an Ordered Triplet I",maximum-value-of-an-ordered-triplet-i,EASY,0.5816223818259664,"Array"
"Maximum Value of an Ordered Triplet II",maximum-value-of-an-ordered-triplet-ii,MEDIUM,0.563876620752724,"Array"
"Divisible and Non-divisible Sums Difference",divisible-and-non-divisible-sums-difference,EASY,0.9103773848119772,"Math"
"Longest Unequal Adjacent Groups Subsequence I",longest-unequal-adjacent-groups-subsequence-i,EASY,0.6696631923046006,"Array|String|Dynamic Programming|Greedy"
"Longest Unequal Adjacent Groups Subsequence II",longest-unequal-adjacent-groups-subsequence-ii,MEDIUM,0.5142204117744641,"Array|String|Dynamic Programming"
"Minimum Number of Changes to Make Binary String Beautiful",minimum-number-of-changes-to-make-binary-string-beautiful,MEDIUM,0.7637306805369313,"String"
"Minimum Equal Sum of Two Arrays After Replacing Zeros",minimum-equal-sum-of-two-arrays-after-replacing-zeros,MEDIUM,0.5017573378851455,"Array|Greedy"
"Find Champion II",find-champion-ii,MEDIUM,0.703114384254337,"Graph Theory"
"Maximum Balanced Subsequence Sum",maximum-balanced-subsequence-sum,HARD,0.25907687597275025,"Array|Binary Search|Dynamic Programming|Binary Indexed Tree|Segment Tree"
"Distribute Candies Among Children II",distribute-candies-among-children-ii,MEDIUM,0.5563740785006399,"Math|Combinatorics|Enumeration"
"Separate Black and White Balls",separate-black-and-white-balls,MEDIUM,0.6392010075107258,"Two Pointers|String|Greedy"
"Find Building Where Alice and Bob Can Meet",find-building-where-alice-and-bob-can-meet,HARD,0.5221630423720188,"Array|Binary Search|Stack|Binary Indexed Tree|Segment Tree|Heap (Priority Queue)|Monotonic Stack"
"Find Words Containing Character",find-words-containing-character,EASY,0.9038998641090952,"Array|String"
"Make Lexicographically Smallest Array by Swapping Elements",make-lexicographically-smallest-array-by-swapping-elements,MEDIUM,0.602462278669096,"Array|Union-Find|Sorting"
"Number of Possible Sets of Closing Branches",number-of-possible-sets-of-closing-branches,HARD,0.5082096474953618,"Bit Manipulation|Graph Theory|Heap (Priority Queue)|Enumeration|Shortest Path"
"Count Subarrays Where Max Element Appears at Least K Times",count-subarrays-where-max-element-appears-at-least-k-times,MEDIUM,0.6240134651354317,"Array|Sliding Window"
"Find Missing and Repeated Values",find-missing-and-repeated-values,EASY,0.8320031668289419,"Array|Hash Table|Math|Matrix"
"Divide Array Into Arrays With Max Difference",divide-array-into-arrays-with-max-difference,MEDIUM,0.7898748460363256,"Array|Greedy|Sorting"
"Minimum Cost to Convert String I",minimum-cost-to-convert-string-i,MEDIUM,0.6317863326435879,"Array|String|Graph Theory|Shortest Path"
"Find Longest Special Substring That Occurs Thrice I",find-longest-special-substring-that-occurs-thrice-i,MEDIUM,0.6180311366030669,"Hash Table|String|Binary Search|Sliding Window|Counting"
"Find Longest Special Substring That Occurs Thrice II",find-longest-special-substring-that-occurs-thrice-ii,MEDIUM,0.39150246154973795,"Hash Table|String|Binary Search|Sliding Window|Counting"
"Count the Number of Powerful Integers",count-the-number-of-powerful-integers,HARD,0.462469661814535,"Math|String|Dynamic Programming"
"Maximum Area of Longest Diagonal Rectangle",maximum-area-of-longest-diagonal-rectangle,EASY,0.4589796520200531,"Array"
"Find if Array Can Be Sorted",find-if-array-can-be-sorted,MEDIUM,0.6638484891273652,"Array|Bit Manipulation|Sorting"
"Count the Number of Houses at a Certain Distance I",count-the-number-of-houses-at-a-certain-distance-i,MEDIUM,0.5755495080594515,"Breadth-First Search|Graph Theory|Prefix Sum"
"Alice and Bob Playing Flower Game",alice-and-bob-playing-flower-game,MEDIUM,0.6002879438743927,"Math"
"Type of Triangle",type-of-triangle,EASY,0.4408262366224564,"Array|Math|Sorting"
"Count Prefix and Suffix Pairs I",count-prefix-and-suffix-pairs-i,EASY,0.7776781012221475,"Array|String|Trie|Rolling Hash|String Matching|Hash Function"
"Split the Array",split-the-array,EASY,0.6121117239966641,"Array|Hash Table|Counting"
"Minimum Operations to Exceed Threshold Value II",minimum-operations-to-exceed-threshold-value-ii,MEDIUM,0.4582453067176138,"Array|Heap (Priority Queue)|Simulation"
"Find the Maximum Sum of Node Values",find-the-maximum-sum-of-node-values,HARD,0.6943631021209071,"Array|Dynamic Programming|Greedy|Bit Manipulation|Tree|Sorting"
"Minimum Deletions to Make String K-Special",minimum-deletions-to-make-string-k-special,MEDIUM,0.6712064966602272,"Hash Table|String|Greedy|Sorting|Counting"
"Most Frequent IDs",most-frequent-ids,MEDIUM,0.42675494440200323,"Array|Hash Table|Heap (Priority Queue)|Ordered Set"
"Shortest Subarray With OR at Least K I",shortest-subarray-with-or-at-least-k-i,EASY,0.44506521860829645,"Array|Bit Manipulation|Sliding Window"
"Shortest Subarray With OR at Least K II",shortest-subarray-with-or-at-least-k-ii,MEDIUM,0.501962048590297,"Array|Bit Manipulation|Sliding Window"
"Longest Strictly Increasing or Strictly Decreasing Subarray",longest-strictly-increasing-or-strictly-decreasing-subarray,EASY,0.6492810507970346,"Array"
"Minimum Cost Walk in Weighted Graph",minimum-cost-walk-in-weighted-graph,HARD,0.6822670179836792,"Array|Bit Manipulation|Union-Find|Graph Theory"
"Find Edges in Shortest Paths",find-edges-in-shortest-paths,HARD,0.4656121209233628,"Depth-First Search|Breadth-First Search|Graph Theory|Heap (Priority Queue)|Shortest Path"
"Minimum Array End",minimum-array-end,MEDIUM,0.5542595814884089,"Bit Manipulation"
"Valid Word",valid-word,EASY,0.508676665293095,"String"
"Find the Minimum Cost Array Permutation",find-the-minimum-cost-array-permutation,HARD,0.2558773544823679,"Array|Dynamic Programming|Bit Manipulation|Bitmask"
"Special Array I",special-array-i,EASY,0.8162064676616916,"Array"
"Special Array II",special-array-ii,MEDIUM,0.45775954134112756,"Array|Binary Search|Prefix Sum"
"Find the Number of Distinct Colors Among the Balls",find-the-number-of-distinct-colors-among-the-balls,MEDIUM,0.5413963556270056,"Array|Hash Table|Simulation"
"String Compression III",string-compression-iii,MEDIUM,0.6704284690740882,"String"
"Count Days Without Meetings",count-days-without-meetings,MEDIUM,0.48123869208380315,"Array|Sorting"
"Lexicographically Minimum String After Removing Stars",lexicographically-minimum-string-after-removing-stars,MEDIUM,0.5094700031481592,"Hash Table|String|Stack|Greedy|Heap (Priority Queue)"
"Clear Digits",clear-digits,EASY,0.8269309862630583,"String|Stack|Simulation"
"Minimum Operations to Make Binary Array Elements Equal to One I",minimum-operations-to-make-binary-array-elements-equal-to-one-i,MEDIUM,0.8040355014754303,"Array|Bit Manipulation|Queue|Sliding Window|Prefix Sum"
"Find the Minimum Area to Cover All Ones I",find-the-minimum-area-to-cover-all-ones-i,MEDIUM,0.781461472314652,"Array|Matrix"
"Find the Minimum Area to Cover All Ones II",find-the-minimum-area-to-cover-all-ones-ii,HARD,0.634900350213152,"Array|Matrix|Enumeration"
"Find the Maximum Length of Valid Subsequence I",find-the-maximum-length-of-valid-subsequence-i,MEDIUM,0.5485769758232276,"Array|Dynamic Programming"
"Find the Maximum Length of Valid Subsequence II",find-the-maximum-length-of-valid-subsequence-ii,MEDIUM,0.5714733682748735,"Array|Dynamic Programming"
"Alternating Groups II",alternating-groups-ii,MEDIUM,0.5998428026049853,"Array|Sliding Window"
"Minimum Length of String After Operations",minimum-length-of-string-after-operations,MEDIUM,0.750431563123556,"Hash Table|String|Counting"
"Shortest Distance After Road Addition Queries I",shortest-distance-after-road-addition-queries-i,MEDIUM,0.6187015324352222,"Array|Breadth-First Search|Graph Theory"
"Final Array State After K Multiplication Operations I",final-array-state-after-k-multiplication-operations-i,EASY,0.8691958585641505,"Array|Math|Heap (Priority Queue)|Simulation"
"Find the Count of Good Integers",find-the-count-of-good-integers,HARD,0.6928271963272817,"Hash Table|Math|Combinatorics|Enumeration"
"Find the K-th Character in String Game I",find-the-k-th-character-in-string-game-i,EASY,0.8163304294666055,"Math|Bit Manipulation|Recursion|Simulation"
"Count of Substrings Containing Every Vowel and K Consonants II",count-of-substrings-containing-every-vowel-and-k-consonants-ii,MEDIUM,0.4063742903386895,"Hash Table|String|Sliding Window"
"Find the K-th Character in String Game II",find-the-k-th-character-in-string-game-ii,HARD,0.4844538741320401,"Math|Bit Manipulation|Recursion"
"Find the Original Typed String I",find-the-original-typed-string-i,EASY,0.7204646158895717,"String"
"Find the Original Typed String II",find-the-original-typed-string-ii,HARD,0.45483235480902573,"String|Dynamic Programming|Prefix Sum"
"Total Characters in String After Transformations I",total-characters-in-string-after-transformations-i,MEDIUM,0.45635807323092736,"Hash Table|Math|String|Dynamic Programming|Counting"
"Total Characters in String After Transformations II",total-characters-in-string-after-transformations-ii,HARD,0.5790341535406172,"Hash Table|Math|String|Dynamic Programming|Counting"
"Find Minimum Time to Reach Last Room I",find-minimum-time-to-reach-last-room-i,MEDIUM,0.554418719963384,"Array|Graph Theory|Heap (Priority Queue)|Matrix|Shortest Path"
"Find Minimum Time to Reach Last Room II",find-minimum-time-to-reach-last-room-ii,MEDIUM,0.6765630800047626,"Array|Graph Theory|Heap (Priority Queue)|Matrix|Shortest Path"
"Count Number of Balanced Permutations",count-number-of-balanced-permutations,HARD,0.4901544736255479,"Math|String|Dynamic Programming|Combinatorics"
"Zero Array Transformation I",zero-array-transformation-i,MEDIUM,0.5447701839086875,"Array|Prefix Sum"
"Zero Array Transformation II",zero-array-transformation-ii,MEDIUM,0.43581771429130123,"Array|Two Pointers|Binary Search|Prefix Sum"
"Zero Array Transformation III",zero-array-transformation-iii,MEDIUM,0.5477547120026813,"Array|Two Pointers|Greedy|Sorting|Heap (Priority Queue)|Prefix Sum"
"Find the Maximum Number of Fruits Collected",find-the-maximum-number-of-fruits-collected,HARD,0.6498650275416773,"Array|Dynamic Programming|Matrix"
"Maximize the Number of Target Nodes After Connecting Trees I",maximize-the-number-of-target-nodes-after-connecting-trees-i,MEDIUM,0.6943742956558936,"Tree|Depth-First Search|Breadth-First Search"
"Maximize the Number of Target Nodes After Connecting Trees II",maximize-the-number-of-target-nodes-after-connecting-trees-ii,HARD,0.730745558673496,"Tree|Depth-First Search|Breadth-First Search"
"Minimum Operations to Make Array Values Equal to K",minimum-operations-to-make-array-values-equal-to-k,EASY,0.732232785088673,"Array|Hash Table"
"Count Subarrays of Length Three With a Condition",count-subarrays-of-length-three-with-a-condition,EASY,0.6143264294852072,"Array"
"Check if Grid can be Cut into Sections",check-if-grid-can-be-cut-into-sections,MEDIUM,0.6825036845429664,"Array|Sorting"
"Minimum Number of Operations to Make Elements in Array Distinct",minimum-number-of-operations-to-make-elements-in-array-distinct,EASY,0.7125164957872298,"Array|Hash Table"
"Find the Lexicographically Largest String From the Box I",find-the-lexicographically-largest-string-from-the-box-i,MEDIUM,0.4091901467982975,"Two Pointers|String|Enumeration"
"Count the Number of Arrays with K Matching Adjacent Elements",count-the-number-of-arrays-with-k-matching-adjacent-elements,HARD,0.5822862658341377,"Math|Combinatorics"
"Minimize the Maximum Edge Weight of Graph",minimize-the-maximum-edge-weight-of-graph,MEDIUM,0.44427817149956234,"Binary Search|Depth-First Search|Breadth-First Search|Graph Theory|Shortest Path"
"Maximum Difference Between Adjacent Elements in a Circular Array",maximum-difference-between-adjacent-elements-in-a-circular-array,EASY,0.7565183288555509,"Array"
"Find Valid Pair of Adjacent Digits in String",find-valid-pair-of-adjacent-digits-in-string,EASY,0.6082424242424243,"Hash Table|String|Counting"
"Reschedule Meetings for Maximum Free Time I",reschedule-meetings-for-maximum-free-time-i,MEDIUM,0.5396642032355365,"Array|Greedy|Sliding Window"
"Reschedule Meetings for Maximum Free Time II",reschedule-meetings-for-maximum-free-time-ii,MEDIUM,0.6036326006280331,"Array|Greedy|Enumeration"
"Maximum Difference Between Even and Odd Frequency I",maximum-difference-between-even-and-odd-frequency-i,EASY,0.6073173741773874,"Hash Table|String|Counting"
"Maximum Manhattan Distance After K Changes",maximum-manhattan-distance-after-k-changes,MEDIUM,0.5413798640475298,"Hash Table|Math|String|Counting"
"Maximum Difference Between Even and Odd Frequency II",maximum-difference-between-even-and-odd-frequency-ii,HARD,0.48630510153541356,"String|Sliding Window|Enumeration|Prefix Sum"
"Sort Matrix by Diagonals",sort-matrix-by-diagonals,MEDIUM,0.8466360952321126,"Array|Sorting|Matrix"
"Length of Longest V-Shaped Diagonal Segment",length-of-longest-v-shaped-diagonal-segment,HARD,0.562274333928775,"Array|Dynamic Programming|Memoization|Matrix"
"Fruits Into Baskets II",fruits-into-baskets-ii,EASY,0.7022573055665288,"Array|Binary Search|Segment Tree|Simulation|Ordered Set"
"Fruits Into Baskets III",fruits-into-baskets-iii,MEDIUM,0.3921877666118849,"Array|Binary Search|Segment Tree|Ordered Set"
"Maximize Subarrays After Removing One Conflicting Pair",maximize-subarrays-after-removing-one-conflicting-pair,HARD,0.6453535930794142,"Array|Segment Tree|Enumeration|Prefix Sum"
"Maximum Unique Subarray Sum After Deletion",maximum-unique-subarray-sum-after-deletion,EASY,0.40473075219369564,"Array|Hash Table|Greedy"
"Minimum Cost Path with Alternating Directions II",minimum-cost-path-with-alternating-directions-ii,MEDIUM,0.44801587301587303,"Array|Dynamic Programming|Matrix"
"Minimum Time to Reach Destination in Directed Graph",minimum-time-to-reach-destination-in-directed-graph,MEDIUM,0.4563397747235713,"Graph Theory|Heap (Priority Queue)|Shortest Path"
"Process String with Special Operations I",process-string-with-special-operations-i,MEDIUM,0.6503577074569278,"String|Simulation"
"Minimize Maximum Component Cost",minimize-maximum-component-cost,MEDIUM,0.43503586645811987,"Binary Search|Union-Find|Graph Theory|Sorting"
"Split Array by Prime Indices",split-array-by-prime-indices,MEDIUM,0.4941913364541438,"Array|Math|Number Theory"
"Count Islands With Total Value Divisible by K",count-islands-with-total-value-divisible-by-k,MEDIUM,0.562836221010777,"Array|Depth-First Search|Breadth-First Search|Union-Find|Matrix"
"Network Recovery Pathways",network-recovery-pathways,HARD,0.29915895878698284,"Array|Binary Search|Dynamic Programming|Graph Theory|Topological Sort|Heap (Priority Queue)|Shortest Path"
"Check Divisibility by Digit Sum and Product",check-divisibility-by-digit-sum-and-product,EASY,0.6957057540999146,"Math"
"Maximum Median Sum of Subsequences of Size 3",maximum-median-sum-of-subsequences-of-size-3,MEDIUM,0.6508754713083001,"Array|Math|Greedy|Sorting|Game Theory"
"Earliest Finish Time for Land and Water Rides I",earliest-finish-time-for-land-and-water-rides-i,EASY,0.6203863845446183,"Array|Two Pointers|Binary Search|Greedy|Sorting"
"Minimum Removals to Balance Array",minimum-removals-to-balance-array,MEDIUM,0.478487796121088,"Array|Binary Search|Sliding Window|Sorting"
"Find The Least Frequent Digit",find-the-least-frequent-digit,EASY,0.697458633520703,"Array|Hash Table|Math|Counting"
"Two-Letter Card Game",two-letter-card-game,MEDIUM,0.12634917684237432,"Array|Hash Table|String|Counting|Enumeration"
"Minimum Distance Between Three Equal Elements I",minimum-distance-between-three-equal-elements-i,EASY,0.73500943255594,"Array|Hash Table"
"Minimum Distance Between Three Equal Elements II",minimum-distance-between-three-equal-elements-ii,MEDIUM,0.7486235103842493,"Array|Hash Table"
